"Codice Regione";"Anno";"Codice Azienda";"Codice struttura";"Denominazione struttura";"Codice Comune";"Indirizzo";"CAP";"Prefisso";"Telefono";"Tipo struttura";"Tipo rapporto con il S.S.N.";"Codice struttura di ricovero";"Titolare della convenzione";"Anno apertura";"Mese apertura";"Anno chiusura";"Mese chiusura";"Mesi di funzionamento";"Descrizione tipo assistenza erogata";"Flag Stato STS11";"Flag Stato STS11";"Apparecchiature tecnico biomediche"
"100";"2013";"201";"010101";"POLIAMBULATORIO OSP. C. CASTELLO";"054013";"VOCABOLO CHIOCCOLO";"06012";"075";"85091";"AMBULATORIO E LABORATORIO                         ";"1";"100801";" ";"1997";"01";"    ";"  ";"12";"ATTIVITA` DI LABORATORIO                          ";"0";"0";" "
"100";"2013";"201";"010101";"POLIAMBULATORIO OSP. C. CASTELLO";"054013";"VOCABOLO CHIOCCOLO";"06012";"075";"85091";"AMBULATORIO E LABORATORIO                         ";"1";"100801";" ";"1997";"01";"    ";"  ";"12";"DIAGNOSTICA STRUMENTALE E PER IMMAGINI            ";"0";"0";" "
"100";"2013";"201";"010101";"POLIAMBULATORIO OSP. C. CASTELLO";"054013";"VOCABOLO CHIOCCOLO";"06012";"075";"85091";"AMBULATORIO E LABORATORIO                         ";"1";"100801";" ";"1997";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"201";"079928";"COOP.SOC.'IL MONASTERO' ARL";"054014";"CORSO V. EMANUELE, 6";"06050";"075";"8701411";"STRUTTURA RESIDENZIALE                            ";"2";"      ";"2";"2003";"10";"    ";"  ";"12";"ASSISTENZA AGLI ANZIANI                           ";"0";"0";" "
"100";"2013";"201";"039939";"LAB. 'BI.DI.ESSE'";"054015";"VIA FOSSE ARDEATINE, 9 - ELLERA";"06073";"075";"5179309";"AMBULATORIO E LABORATORIO                         ";"2";"      ";"2";"2003";"08";"    ";"  ";"12";"ATTIVITA` DI LABORATORIO                          ";"0";"0";"X"
"100";"2013";"201";"033702";"C.D.ALZHEIMER.SAN MARIANO";"054015";"VIA GIOLITTI-SAN MARIANO";"06074";"075";"5181488";"STRUTTURA SEMIRESIDENZIALE                        ";"1";"      ";" ";"2006";"06";"    ";"  ";"12";"ASSISTENZA AGLI ANZIANI                           ";"0";"0";" "
"100";"2013";"201";"030402";"CONSULTORIO ELLERA";"054015";"VIA 5 GIORNATE DI NAPOLI, 5";"06132";"075";"5186605";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ATTIVITA` DI CONSULTORIO MATERNO-INFANTILE        ";"0";"0";" "
"100";"2013";"201";"079930";"Coop. NUOVA DIMENSIONE - C.D. IL NIDO D'ARGENTO";"054017";"Piazza Ugolini, 6 - S. Angelo di Celle";"06053";"075";"9751154";"STRUTTURA SEMIRESIDENZIALE                        ";"2";"      ";"2";"2010";"01";"    ";"  ";"12";"ASSISTENZA AGLI ANZIANI                           ";"0";"0";" "
"100";"2013";"201";"079929";"LAB. ANALISI BIOLAB";"054017";"VIA DELL'ARTE, 3";"06053";"075";"9724450";"AMBULATORIO E LABORATORIO                         ";"2";"      ";"2";"2009";"06";"    ";"  ";"12";"ATTIVITA` DI LABORATORIO                          ";"0";"0";"X"
"100";"2013";"201";"070502";"CONSULTORIO DERUTA";"054017";"VIA DELL'ARTE, 2";"06145";"075";"9728567";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"2000";"01";"    ";"  ";"12";"ATTIVITA` DI CONSULTORIO MATERNO-INFANTILE        ";"0";"0";" "
"100";"2013";"201";"070501";"POLIAMBULATORIO DERUTA";"054017";"VIA DELL'ARTE, 2";"06053";"075";"9728556";"AMBULATORIO E LABORATORIO                         ";"1";"      ";" ";"1999";"09";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"202";"054301";"Centro diurno per autistici minori 'In giardino'";"054018";"Via Benedetto Cairoli 4";"06034";"0742";"356613";"STRUTTURA SEMIRESIDENZIALE                        ";"1";"      ";" ";"2010";"06";"    ";"  ";"12";"ASSISTENZA PSICHIATRICA                           ";"0";"0";" "
"100";"2013";"202";"054201";"Unità di Convivenza Sterpete";"054018";"Via Casevecchie 10 Località Sterpete";"06034";"349";"8658553";"STRUTTURA RESIDENZIALE                            ";"1";"      ";" ";"2010";"06";"    ";"  ";"12";"ASSISTENZA PSICHIATRICA                           ";"0";"0";" "
"100";"2013";"202";"054001";"Centro Socio Riabilitativo ed Educativo per persone disabili adulte Il Melograno";"054018";"Località Pieve Fanonica";"06034";"0742";"314158";"STRUTTURA RESIDENZIALE                            ";"2";"      ";"2";"2006";"07";"    ";"  ";"12";"ASSISTENZA AI DISABILI PSICHICI                   ";"0";"0";" "
"100";"2013";"202";"053902";"Gruppo Appartamento Autonomo";"054018";"Via Mazzini 45";"06034";"0742";"3391";"STRUTTURA RESIDENZIALE                            ";"1";"      ";" ";"2009";"05";"    ";"  ";"12";"ASSISTENZA PSICHIATRICA                           ";"0";"0";" "
"100";"2013";"202";"053901";"Comunità Terapeutica Tipo 2 Elling";"054018";"Via Mazzini, 45";"06034";"0742";"3391";"STRUTTURA RESIDENZIALE                            ";"1";"      ";" ";"2009";"05";"    ";"  ";"12";"ASSISTENZA PSICHIATRICA                           ";"0";"0";" "
"100";"2013";"202";"053801";"Poliambulatorio Centro Storico";"054018";"Via dell'Ospedale";"06034";"0742";"339415";"AMBULATORIO E LABORATORIO                         ";"1";"      ";" ";"2007";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";"X"
"100";"2013";"202";"053602";"Comunità Terapeutica 'Gruppo Caino'";"054018";"Via Sportella Marini";"06034";"0742";"344477";"STRUTTURA SEMIRESIDENZIALE                        ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ASSISTENZA PER TOSSICODIPENDENTI                  ";"0";"0";" "
"100";"2013";"202";"053601";"Comunità Terapeutica 'Gruppo Caino'";"054018";"Via Sportella Marini";"06034";"0742";"344477";"STRUTTURA RESIDENZIALE                            ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ASSISTENZA PER TOSSICODIPENDENTI                  ";"0";"0";" "
"100";"2013";"202";"053501";"Servizio di Alcologia Foligno";"054018";"Viale Ancona, 12";"06034";"0742";"342464";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"2004";"01";"    ";"  ";"12";"ASSISTENZA PER TOSSICODIPENDENTI                  ";"0";"0";" "
"100";"2013";"202";"053501";"Servizio di Alcologia Foligno";"054018";"Viale Ancona, 12";"06034";"0742";"342464";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"2004";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"202";"053401";"Centro Socioriabilitativo 'L'Orizzonte'";"054018";"Via Madonna delle Grazie";"06034";"0742";"691396";"STRUTTURA SEMIRESIDENZIALE                        ";"1";"      ";" ";"2005";"01";"    ";"  ";"12";"ASSISTENZA AI DISABILI PSICHICI                   ";"0";"0";" "
"100";"2013";"202";"053401";"Centro Socioriabilitativo 'L'Orizzonte'";"054018";"Via Madonna delle Grazie";"06034";"0742";"691396";"STRUTTURA SEMIRESIDENZIALE                        ";"1";"      ";" ";"2005";"01";"    ";"  ";"12";"ASSISTENZA AI DISABILI FISICI                     ";"0";"0";" "
"100";"2013";"202";"053301";"Opera Pia Bartolomei Castori";"054018";"Via Buttaroni 15";"06034";"0742";"340480";"STRUTTURA RESIDENZIALE                            ";"2";"      ";"4";"2004";"06";"    ";"  ";"12";"ASSISTENZA AGLI ANZIANI                           ";"0";"0";" "
"100";"2013";"202";"053201";"Casa Serena di Capodacqua Confraternita della Misericordia di Foligno";"054018";"Via Fiorenzuola 21";"06034";"0742";"314268";"STRUTTURA RESIDENZIALE                            ";"2";"      ";"4";"2002";"07";"    ";"  ";"12";"ASSISTENZA AGLI ANZIANI                           ";"0";"0";" "
"100";"2013";"202";"052901";"Centro Socioriabilitativo La Serra";"054018";"VIA MONTE PENNINO LOC. BORRONI";"06034";"0742";"340095";"STRUTTURA SEMIRESIDENZIALE                        ";"1";"      ";" ";"1995";"03";"    ";"  ";"12";"ASSISTENZA AI DISABILI PSICHICI                   ";"0";"0";" "
"100";"2013";"202";"052901";"Centro Socioriabilitativo La Serra";"054018";"VIA MONTE PENNINO LOC. BORRONI";"06034";"0742";"340095";"STRUTTURA SEMIRESIDENZIALE                        ";"1";"      ";" ";"1995";"03";"    ";"  ";"12";"ASSISTENZA AI DISABILI FISICI                     ";"0";"0";" "
"100";"2013";"202";"052801";"Centro Socioriabilitativo Prato Smeraldo - Il Laboratorio";"054018";"Loc. Prato Smeraldo";"06034";"0742";"321066";"STRUTTURA SEMIRESIDENZIALE                        ";"1";"      ";" ";"2000";"08";"    ";"  ";"12";"ASSISTENZA AI DISABILI PSICHICI                   ";"0";"0";" "
"100";"2013";"202";"052801";"Centro Socioriabilitativo Prato Smeraldo - Il Laboratorio";"054018";"Loc. Prato Smeraldo";"06034";"0742";"321066";"STRUTTURA SEMIRESIDENZIALE                        ";"1";"      ";" ";"2000";"08";"    ";"  ";"12";"ASSISTENZA AI DISABILI FISICI                     ";"0";"0";" "
"100";"2013";"202";"052501";"U.O. Disturbi dello Sviluppo";"054018";"Via Ancona 10/A";"06034";"0742";"339540";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1996";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"202";"052205";"Centro Diurno Psichiatrici Sterpete";"054018";"Via Casevecchie 20/A";"06034";"0742";"339599";"STRUTTURA SEMIRESIDENZIALE                        ";"1";"      ";" ";"1989";"01";"    ";"  ";"12";"ASSISTENZA PSICHIATRICA                           ";"0";"0";" "
"100";"2013";"202";"052100";"Istituto di Riabilitazione Santo Stefano";"054018";"Via Arcamone, 1";"06034";"0742";"3397646";"STRUTTURA RESIDENZIALE                            ";"2";"      ";"2";"2013";"04";"    ";"  ";"8";"ASSISTENZA AI DISABILI FISICI                     ";"0";"0";"X"
"100";"2013";"202";"052004";"Centro Prelievi Domiciliari - Ex ONPI";"054018";"Via Berlino Loc. Formoni";"06034";"0742";"391250";"AMBULATORIO E LABORATORIO                         ";"1";"      ";" ";"2007";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"202";"052003";"CENTRO DIURNO ALZHEIMER";"054018";"Via Berlino Loc. Formoni";"06037";"0742";"391250";"STRUTTURA SEMIRESIDENZIALE                        ";"1";"      ";" ";"2003";"05";"    ";"  ";"12";"ASSISTENZA AGLI ANZIANI                           ";"0";"0";" "
"100";"2013";"202";"052002";"Comunità Terapeutica Tipo 1 Via Palombaro";"054018";"Via Palombaro 30";"06034";"0742";"340766";"STRUTTURA RESIDENZIALE                            ";"1";"      ";" ";"1977";"09";"    ";"  ";"12";"ASSISTENZA PSICHIATRICA                           ";"0";"0";" "
"100";"2013";"202";"052001";"Casa Serena Ex ONPI";"054018";"Via Berlino Loc. Formoni";"06034";"0742";"321250";"STRUTTURA RESIDENZIALE                            ";"1";"      ";" ";"1996";"01";"    ";"  ";"12";"ASSISTENZA AGLI ANZIANI                           ";"0";"0";" "
"100";"2013";"202";"051904";"Servizio Socio Riabilitativo per giovani adulti 'Casa Dina'";"054018";"Via Feliciano Fedeli 21";"06034";"0742";"321066";"STRUTTURA RESIDENZIALE                            ";"2";"      ";"2";"2012";"10";"    ";"  ";"12";"ASSISTENZA AI DISABILI FISICI                     ";"0";"0";" "
"100";"2013";"202";"051903";"Servizio Socio Riabilitativo adulti 'I Quattro Elementi'";"054018";"Via Feliciano Fedeli 21";"06034";"0742";"321066";"STRUTTURA SEMIRESIDENZIALE                        ";"2";"      ";"2";"2012";"01";"    ";"  ";"12";"ASSISTENZA AI DISABILI PSICHICI                   ";"0";"0";" "
"100";"2013";"202";"051903";"Servizio Socio Riabilitativo adulti 'I Quattro Elementi'";"054018";"Via Feliciano Fedeli 21";"06034";"0742";"321066";"STRUTTURA SEMIRESIDENZIALE                        ";"2";"      ";"2";"2012";"01";"    ";"  ";"12";"ASSISTENZA AI DISABILI FISICI                     ";"0";"0";" "
"100";"2013";"202";"051902";"Centro Socio Riabilitativo per adolescenti Casa Dina";"054018";"Via feliciano Fedeli n 21";"06034";"0742";"321066";"STRUTTURA SEMIRESIDENZIALE                        ";"2";"      ";"2";"2010";"02";"    ";"  ";"12";"ASSISTENZA AI DISABILI PSICHICI                   ";"0";"0";" "
"100";"2013";"202";"051902";"Centro Socio Riabilitativo per adolescenti Casa Dina";"054018";"Via feliciano Fedeli n 21";"06034";"0742";"321066";"STRUTTURA SEMIRESIDENZIALE                        ";"2";"      ";"2";"2010";"02";"    ";"  ";"12";"ASSISTENZA AI DISABILI FISICI                     ";"0";"0";" "
"100";"2013";"202";"051901";"Centro Socio Riabilitativo per Minori Pollicino";"054018";"Via Feliciano Fedeli, 21";"06034";"0742";"321066";"STRUTTURA SEMIRESIDENZIALE                        ";"2";"      ";"2";"2002";"09";"    ";"  ";"12";"ASSISTENZA AI DISABILI PSICHICI                   ";"0";"0";" "
"100";"2013";"202";"051901";"Centro Socio Riabilitativo per Minori Pollicino";"054018";"Via Feliciano Fedeli, 21";"06034";"0742";"321066";"STRUTTURA SEMIRESIDENZIALE                        ";"2";"      ";"2";"2002";"09";"    ";"  ";"12";"ASSISTENZA AI DISABILI FISICI                     ";"0";"0";" "
"100";"2013";"202";"051804";"Servizio SERT Gruppo Caino Coopsoc La Tenda";"054018";"Viale Ancona, 12";"06034";"0742";"342464";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ASSISTENZA PER TOSSICODIPENDENTI                  ";"0";"0";" "
"100";"2013";"202";"051804";"Servizio SERT Gruppo Caino Coopsoc La Tenda";"054018";"Viale Ancona, 12";"06034";"0742";"342464";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"202";"051803";"Servizio SERT Infettivologico";"054018";"Via Arcamone";"06034";"0742";"3397936";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"100809";" ";"1997";"01";"    ";"  ";"12";"ASSISTENZA AIDS                                   ";"0";"0";" "
"100";"2013";"202";"051803";"Servizio SERT Infettivologico";"054018";"Via Arcamone";"06034";"0742";"3397936";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"100809";" ";"1997";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"202";"051801";"Ser.T. Servizio per le tossicodipendenze Foligno";"054018";"Viale Ancona, 12";"06034";"0742";"342464";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ASSISTENZA AIDS                                   ";"0";"0";" "
"100";"2013";"202";"051801";"Ser.T. Servizio per le tossicodipendenze Foligno";"054018";"Viale Ancona, 12";"06034";"0742";"342464";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ASSISTENZA PER TOSSICODIPENDENTI                  ";"0";"0";" "
"100";"2013";"202";"051801";"Ser.T. Servizio per le tossicodipendenze Foligno";"054018";"Viale Ancona, 12";"06034";"0742";"342464";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"202";"051701";"Centro per le dipendenze San Martino Comunità La Tenda";"054018";"Loc. Colle S. Martino Frazione Capodacqua di Foligno";"06034";"0742";"359034";"STRUTTURA RESIDENZIALE                            ";"2";"      ";"2";"1982";"01";"    ";"  ";"12";"ASSISTENZA PER TOSSICODIPENDENTI                  ";"0";"0";" "
"100";"2013";"202";"051502";"CENTRO SALUTE MENTALE 2";"054018";"VIA DEI MOLINI N. 4";"06034";"0742";"339530";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1968";"02";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"202";"051202";"CONSULTORIO C.D.S. SUBASIO";"054018";"Via Aspromonte 8";"06034";"0742";"339560";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1996";"01";"    ";"  ";"12";"ATTIVITA` DI CONSULTORIO MATERNO-INFANTILE        ";"0";"0";" "
"100";"2013";"202";"051201";"Centro di Salute Subasio";"054018";"Via Aspromonte 8";"06034";"0742";"339560";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1996";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"202";"051002";"CONSULTORIO C.D.S. S.ERACLIO";"054018";"Via Roma 84F";"06034";"0742";"677380";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1999";"01";"    ";"  ";"12";"ATTIVITA` DI CONSULTORIO MATERNO-INFANTILE        ";"0";"0";" "
"100";"2013";"202";"051001";"Centro di Salute S. Eraclio";"054018";"Via Roma 84F";"06034";"0742";"677380";"AMBULATORIO E LABORATORIO                         ";"1";"      ";" ";"1999";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"202";"050601";"Centro di Salute Colfiorito";"054018";"Via Adriatica";"06030";"0742";"681021";"AMBULATORIO E LABORATORIO                         ";"1";"      ";" ";"1996";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"202";"050401";"Centro di Salute Casenove";"054018";"Via Macerata, 9 - Frazione Casenove";"06034";"0742";"3391";"AMBULATORIO E LABORATORIO                         ";"1";"      ";" ";"1996";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"202";"050201";"POLIAMBULATORIO EX SAUB";"054018";"Via del Campanile";"06034";"0742";"339529";"AMBULATORIO E LABORATORIO                         ";"1";"      ";" ";"1996";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";"X"
"100";"2013";"202";"050101";"Poliambulatorio Ospedale di Foligno";"054018";"Viale Arcamone";"06034";"0742";"3391";"AMBULATORIO E LABORATORIO                         ";"1";"100809";" ";"1996";"01";"    ";"  ";"12";"ATTIVITA` DI LABORATORIO                          ";"0";"0";"X"
"100";"2013";"202";"050101";"Poliambulatorio Ospedale di Foligno";"054018";"Viale Arcamone";"06034";"0742";"3391";"AMBULATORIO E LABORATORIO                         ";"1";"100809";" ";"1996";"01";"    ";"  ";"12";"DIAGNOSTICA STRUMENTALE E PER IMMAGINI            ";"0";"0";"X"
"100";"2013";"202";"050101";"Poliambulatorio Ospedale di Foligno";"054018";"Viale Arcamone";"06034";"0742";"3391";"AMBULATORIO E LABORATORIO                         ";"1";"100809";" ";"1996";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";"X"
"100";"2013";"201";"070420";"CENTRO DIURNO ALZHEIMER 'LA TORRE' - FRATTA TODINA";"054020";"VIA ROMA, 38";"06054";"075";"8749801";"STRUTTURA SEMIRESIDENZIALE                        ";"1";"      ";" ";"2011";"04";"    ";"  ";"12";"ASSISTENZA AGLI ANZIANI                           ";"0";"0";" "
"100";"2013";"202";"082502";"Ambulatorio CSM Spoleto";"054021";"Frazione Bastardo";"06030";"0743";"960252";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"2013";"01";"    ";"  ";"12";"ASSISTENZA PSICHIATRICA                           ";"0";"0";" "
"100";"2013";"202";"082501";"Centro di Salute 3 Punto Erogazione Bastardo";"054021";"Piazza Matteotti, 4";"06030";"0743";"960252";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ATTIVITA` DI CONSULTORIO MATERNO-INFANTILE        ";"0";"0";" "
"100";"2013";"202";"082501";"Centro di Salute 3 Punto Erogazione Bastardo";"054021";"Piazza Matteotti, 4";"06030";"0743";"960252";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"202";"052301";"Centro Socio Riabilitativo L`Isola che c'è";"054021";"Via I Maggio Fraz. Bastardo";"06030";"0743";"47744";"STRUTTURA SEMIRESIDENZIALE                        ";"2";"      ";"2";"1999";"11";"    ";"  ";"12";"ASSISTENZA AI DISABILI PSICHICI                   ";"0";"0";" "
"100";"2013";"202";"052301";"Centro Socio Riabilitativo L`Isola che c'è";"054021";"Via I Maggio Fraz. Bastardo";"06030";"0743";"47744";"STRUTTURA SEMIRESIDENZIALE                        ";"2";"      ";"2";"1999";"11";"    ";"  ";"12";"ASSISTENZA AI DISABILI FISICI                     ";"0";"0";" "
"100";"2013";"202";"050702";"CONSULTORIO C.D.S. G.CATTANEO";"054022";"Via della Centrale - Loc. Ponte di Ferro";"06035";"0742";"91331";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1996";"01";"    ";"  ";"12";"ATTIVITA` DI CONSULTORIO MATERNO-INFANTILE        ";"0";"0";" "
"100";"2013";"202";"050701";"Centro di Salute Gualdo Cattaneo";"054022";"Via della Centrale - Loc. Ponte di Ferro";"06035";"0742";"91331";"AMBULATORIO E LABORATORIO                         ";"1";"      ";" ";"1996";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"201";"A20902";"CENTRO DI SALUTE DI GUALDO TADINO";"054023";"VIA VALLE DEL MOLINO";"06023";"075";"9109259";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"2008";"04";"    ";"  ";"12";"ATTIVITA` DI CONSULTORIO MATERNO-INFANTILE        ";"0";"0";"X"
"100";"2013";"201";"A20902";"CENTRO DI SALUTE DI GUALDO TADINO";"054023";"VIA VALLE DEL MOLINO";"06023";"075";"9109259";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"2008";"04";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";"X"
"100";"2013";"201";"A20604";"E.A.S.P. CAD Alzheimer";"054023";"VIA SANTO MARZIO  4";"06023";"075";"9142717";"STRUTTURA SEMIRESIDENZIALE                        ";"2";"      ";"4";"2008";"01";"    ";"  ";"12";"ASSISTENZA AGLI ANZIANI                           ";"0";"0";" "
"100";"2013";"201";"A20603";"Ente di Assistenza e Servizi alla Persona";"054023";"Via Santo Marzio,4";"06023";"075";"9142717";"STRUTTURA RESIDENZIALE                            ";"2";"      ";"4";"2005";"01";"    ";"  ";"12";"ASSISTENZA AGLI ANZIANI                           ";"0";"0";" "
"100";"2013";"201";"A20402";"Centro socio-riabilitativo ' Il Germoglio'";"054023";"Frazione Cerqueto";"06023";"075";"916251";"STRUTTURA SEMIRESIDENZIALE                        ";"1";"      ";" ";"2005";"01";"    ";"  ";"12";"ASSISTENZA AI DISABILI FISICI                     ";"0";"0";" "
"100";"2013";"201";"A22501";"COMUNITA` FORNACETTE ALTO CHIASCIO";"054024";"LOCALITA` FORNACETTE";"06024";"075";"9220167";"STRUTTURA RESIDENZIALE                            ";"1";"      ";" ";"2003";"10";"    ";"  ";"12";"ASSISTENZA PSICHIATRICA                           ";"0";"0";" "
"100";"2013";"201";"A22401";"UNITA` DI CONVIVENZA  ALTO  CHIASCIO - VIA REPOSATI, 33";"054024";"VIA REPOSATI, 33";"06024";"075";"9222539";"STRUTTURA RESIDENZIALE                            ";"1";"      ";" ";"2000";"10";"    ";"  ";"12";"ASSISTENZA PSICHIATRICA                           ";"0";"0";" "
"100";"2013";"201";"A22301";"CAD ALTO CHIASCIO ""IL PASSO DI ULISSE""";"054024";"VIA TIFERNATE";"06024";"075";"9239579";"STRUTTURA SEMIRESIDENZIALE                        ";"1";"      ";" ";"1992";"06";"    ";"  ";"12";"ASSISTENZA PSICHIATRICA                           ";"0";"0";" "
"100";"2013";"201";"A22101";"UNITA` CONVIVENZA  ALTO CHIASCIO, PIAZZA DIOGENE, 1";"054024";"PIAZZA DIOGENE, 1";"06024";"075";"9239586";"STRUTTURA RESIDENZIALE                            ";"1";"      ";" ";"1997";"07";"    ";"  ";"12";"ASSISTENZA PSICHIATRICA                           ";"0";"0";" "
"100";"2013";"201";"A22001";"C.S.M. GUBBIO";"054024";"VIA B. UBALDI";"06024";"075";"9239442";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"2001";"07";"    ";"  ";"12";"ASSISTENZA PSICHIATRICA                           ";"0";"0";" "
"100";"2013";"201";"A21701";"SER.T GUBBIO";"054024";"VIA TOSCHI MOSCA, 22/B";"06024";"075";"9239546";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ASSISTENZA PER TOSSICODIPENDENTI                  ";"0";"0";" "
"100";"2013";"201";"A20901";"CENTRO DI SALUTE GUBBIO";"054024";"VIA  LARGO S. FRANCESCO 7/A";"06024";"075";"9239351";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ATTIVITA` DI CONSULTORIO MATERNO-INFANTILE        ";"0";"0";" "
"100";"2013";"201";"A20901";"CENTRO DI SALUTE GUBBIO";"054024";"VIA  LARGO S. FRANCESCO 7/A";"06024";"075";"9239351";"ALTRO TIPO DI STRUTTURA TERRITORIALE              ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
"100";"2013";"201";"A20602";"Centro Diurno Anziani 'Alzheimer'  Gubbio";"054024";"Via Cavour n. 11";"06023";"075";"9273705";"STRUTTURA SEMIRESIDENZIALE                        ";"1";"      ";" ";"2005";"07";"    ";"  ";"12";"ASSISTENZA AGLI ANZIANI                           ";"0";"0";" "
"100";"2013";"201";"A20601";"CASA DI RIPOSO 'MOSCA'";"054024";"VIA CAVOUR 11/A";"06024";"075";"9273705";"STRUTTURA RESIDENZIALE                            ";"2";"      ";"4";"1997";"01";"    ";"  ";"12";"ASSISTENZA AGLI ANZIANI                           ";"0";"0";" "
"100";"2013";"201";"A20401";"CENTRO SOCIO RIABILITATIVO 'ALDO MORO'";"054024";"VIA VERDI";"06024";"075";"9277206";"STRUTTURA SEMIRESIDENZIALE                        ";"1";"      ";" ";"1997";"01";"    ";"  ";"12";"ASSISTENZA AI DISABILI FISICI                     ";"0";"0";" "
"100";"2013";"201";"A20303";"POLIAMBULATORIO OSPEDALE ALTO CHIASCIO";"054024";"LOCALITA' BRANCA";"06024";"075";"9270801";"AMBULATORIO E LABORATORIO                         ";"1";"100810";" ";"2008";"03";"    ";"  ";"12";"ATTIVITA` DI LABORATORIO                          ";"0";"0";" "
"100";"2013";"201";"A20303";"POLIAMBULATORIO OSPEDALE ALTO CHIASCIO";"054024";"LOCALITA' BRANCA";"06024";"075";"9270801";"AMBULATORIO E LABORATORIO                         ";"1";"100810";" ";"2008";"03";"    ";"  ";"12";"DIAGNOSTICA STRUMENTALE E PER IMMAGINI            ";"0";"0";" "
"100";"2013";"201";"A20303";"POLIAMBULATORIO OSPEDALE ALTO CHIASCIO";"054024";"LOCALITA' BRANCA";"06024";"075";"9270801";"AMBULATORIO E LABORATORIO                         ";"1";"100810";" ";"2008";"03";"    ";"  ";"12";"ATTIVITA` CLINICA                                 ";"0";"0";" "
